cph,x,y,infDay
860/0065,214290.0,568321.0,104
860/0068,207732.0,560716.0,112
860/0070,207174.0,560657.0,93
860/0073,212719.0,563236.0,89
860/0086,205874.0,556730.0,103
860/0097,206409.0,568777.0,96
860/0100,208288.1005,564473.438,127
861/0002,199527.0,569816.0,112
861/0003,198938.0,572085.0,121
861/0008,197608.0,567526.0,132
861/0009,199251.0,569620.0,122
861/0010,198068.0,570591.0,121
861/0011,199526.0,571401.0,105
861/0012,199893.0,568677.0,128
861/0013,199146.0,570549.0,126
861/0014,198363.0,569476.0,128
861/0015,199957.0,570808.0,112
861/0017,200382.0,570426.0,107
861/0018,201653.0,565991.0,120
861/0019,201299.0,566008.0,110
861/0026,200126.0,564937.0,116
861/0027,200467.0,566003.0,105
861/0031,200182.0,571859.0,132
861/0032,200905.0,572592.0,132
861/0035,200202.0,568590.0,144
861/0041,201496.0,569010.0,111
861/0044,199530.7271,570276.2093,122
861/0051,201510.0,570145.0,124
861/0053,202217.0,571760.0,123
861/0056,202769.0,567513.0,120
861/0057,203009.0,568415.0,124
861/0059,200842.0,567968.0,119
861/0060,202710.0,566528.0,128
861/0061,202710.0,566528.0,124
861/0064,199023.0,566174.0,122
861/0065,201984.0,572164.0,120
861/0067,197828.0,566656.0,96
861/0071,199886.0,567696.0,122
861/0072,200291.0,566924.0,130
861/0076,199393.0,565335.0,110
861/0077,197608.0,567526.0,105
861/0080,197255.0,565883.0,120
861/0082,197828.0,566656.0,129
861/0104,200343.0,567665.0,110
862/0001,213927.0,535465.0,118
862/0003,212409.0,531909.0,129
862/0005,211422.0,537294.0,109
862/0008,213585.0,535398.0,102
862/0009,213510.0,536206.0,116
862/0014,211509.0,534249.0,112
862/0015,211927.0,533656.0,106
862/0017,214154.0,534452.0,114
862/0021,209484.0,535749.0,100
862/0022,210611.0,537170.0,103
862/0023,211422.0,537294.0,96
862/0025,210378.0,539835.0,115
862/0028,213510.0,536206.0,130
862/0029,212763.0,537659.0,115
862/0034,212037.0,537506.0,109
862/0036,212292.0,538533.0,112
862/0039,211513.0,536947.0,95
862/0042,211422.0,537294.0,129
862/0043,211234.0,538746.0,102
862/0045,210668.0,534542.0,114
862/0047,211697.0,540123.0,116
862/0048,209354.0,535084.0,112
862/0049,210536.3559,543146.7874,111
862/0050,209651.0,542803.0,106
862/0051,212828.0,534688.0,112
862/0054,213947.0,531941.0,79
862/0062,211106.0,533454.0,93
862/0071,212386.0,536013.0,124
862/0072,209750.0,541382.0,117
862/0077,209750.0,541382.0,107
862/0078,211760.0,532437.0,105
863/0001,202366.0,563649.0,118
863/0009,199550.0,559321.0,129
863/0011,201645.0,561803.0,112
863/0014,201634.0,560637.0,98
863/0024,198649.0,558615.0,132
863/0028,197084.0,565603.0,103
863/0029,203786.0,562162.0,88
863/0032,199467.0,560550.0,132
863/0035,203370.0,563046.0,113
863/0040,202729.4544,560833.5494,107
863/0044,200533.0,563017.0,120
863/0045,201860.0,564156.0,110
863/0047,198483.0,560475.0,112
863/0048,197608.0,560451.0,117
863/0050,196658.0,564430.0,126
863/0052,198879.0,562435.0,117
863/0057,204304.0,561033.0,113
863/0065,197441.0,564280.0,99
863/0096,199125.0,561542.0,133
864/0001,215835.0,562159.0,93
864/0003,217846.0,563934.0,120
864/0008,216984.0,566765.0,98
864/0009,218892.0,565293.0,96
864/0010,218639.0,568270.0,96
864/0011,215841.8736,568084.3611,97
864/0013,220125.0,565124.0,90
864/0014,223807.0,563901.0,97
864/0015,217505.0,561768.0,98
864/0016,217395.0,562538.0,93
864/0018,221587.0,561797.0,105
864/0019,218917.0,561188.0,97
864/0020,219118.6497,560253.8444,117
864/0021,217234.0,571349.0,99
864/0023,217793.0,565952.0,93
864/0027,223687.0,566110.0,87
864/0028,216515.0,566833.0,94
864/0029,217409.0,564715.0,97
864/0033,216515.0,566833.0,99
864/0034,224939.0,564056.0,94
864/0039,220470.0,566431.0,88
865/0001,222031.0,555673.0,100
865/0003,222493.0,559956.0,96
865/0006,222842.0,553484.0,91
865/0008,218179.0,559851.0,109
865/0009,225329.0,553998.0,89
865/0010,223963.0,553475.0,94
865/0013,220750.0,558444.0,95
865/0015,220348.0,554685.0,108
865/0017,219560.0,557320.0,120
865/0022,221457.0,553139.0,103
865/0027,221707.0,552456.0,110
865/0029,223044.0,552339.0,111
865/0035,225083.0,551802.0,116
865/0036,220825.0,559704.0,129
865/0037,220808.0,559238.0,118
865/0040,223480.0,552341.0,104
865/0041,226448.9236,555939.8866,93
865/0042,220348.0,554685.0,117
865/0045,219836.0,557177.0,121
865/0051,217159.0,559888.0,100
865/0053,218480.0,558336.0,105
865/0063,220095.0,559981.0,95
865/0067,218884.0,558955.0,118
865/0069,219452.0,557886.0,107
865/0073,217514.0,557687.0,97
865/0076,213988.0,557981.0,104
865/0088,223505.0,552357.0,89
865/0090,229437.0,558266.0,91
865/0091,229437.0,558266.0,94
865/0093,225918.0,558751.0,96
865/0094,221419.0,556074.0,108
865/0095,224081.0,561455.0,88
865/0096,216808.0,556834.0,109
865/0097,224565.0,559156.0,94
865/0099,213706.0,556438.0,93
865/0100,223635.0,554573.0,96
865/0102,222980.0,553894.0,112
865/0117,220410.0,555520.0,127
865/0119,218896.0,556645.0,119
865/0122,220348.0,554685.0,102
865/0131,215698.0,556831.0,115
865/0132,214853.0,558222.0,106
865/0136,217124.0,558401.0,94
865/0142,217885.6795,557456.9406,101
865/0147,225074.0,551977.0,99
865/0152,218077.0,558700.0,118
866/0001,205160.0,556024.0,122
866/0002,206197.329,556253.5317,95
866/0003,206350.0,555959.0,103
866/0004,204485.0,554449.0,125
866/0012,203095.0,555471.0,117
866/0015,200804.0,557218.0,100
866/0029,199768.0,555991.0,113
866/0031,202443.0,556043.0,113
866/0041,203379.0,557248.0,103
866/0043,204071.0,558917.0,102
866/0044,203751.0,558257.0,125
866/0045,204735.0,558557.0,112
866/0047,202334.0,555632.0,108
866/0058,200943.0,554922.0,104
867/0004,207058.0,555662.0,111
867/0008,208242.0,555062.0,97
867/0010,206365.5491,554175.3381,116
867/0011,207689.0,555478.0,119
867/0012,203521.0,552411.0,115
867/0016,209945.0,555809.0,98
867/0019,205627.0,549461.0,111
867/0023,203709.1109,550936.0558,104
867/0024,210966.0,557758.0,108
867/0032,208497.0,551602.0,100
867/0033,207104.0,551725.0,116
867/0034,207335.0,552073.0,113
867/0035,207242.0,552354.0,119
867/0040,208378.0,548624.0,111
867/0043,208288.0,546875.0,129
867/0046,208194.0,548876.0,114
867/0047,208819.0,548007.0,126
867/0050,210270.0,548673.0,118
867/0055,207597.0,547679.0,112
867/0057,207260.0,546695.0,116
867/0058,207882.0,545327.0,101
867/0060,208227.0,546553.0,107
867/0062,210281.0,547058.0,99
867/0063,209285.0,548818.0,104
867/0064,209715.0,544446.0,90
867/0075,206709.0,549231.0,128
867/0076,207907.0,550786.0,116
867/0078,206051.0,549362.0,107
867/0082,209037.0,554210.0,107
867/0083,209945.0,555809.0,94
867/0084,208084.0,556210.0,117
867/0086,208164.0,549874.0,104
867/0087,209753.0,554166.0,113
867/0091,204982.0,553542.0,109
867/0094,205832.0,551868.0,107
867/0100,203915.0,551205.0,115
867/0103,202977.0,553419.0,139
867/0108,201582.0,562193.0,131
867/0116,206957.0,549710.0,106
867/0118,208602.0,544098.0,94
867/0126,205287.0,553126.0,114
867/0130,206902.0,554611.0,96
867/0131,208050.0,549979.0,112
176/0022,236288.0,617308.0,121
176/0028,234834.3188,621661.6182,125
176/0148,235692.0,616768.0,127
177/0073,238999.0,629541.0,117
178/0007,237124.2574,634823.9857,116
188/0016,262292.0,609447.0,129
188/0074,257515.0,613151.0,100
188/0088,264222.5479,608273.3916,92
188/0122,257522.0,610683.0,119
189/0086,244414.3549,619462.338,127
190/0058,252701.0,618444.0,134
195/0054,225602.0,580205.0,107
195/0124,227532.0,580213.0,141
195/0125,227589.0,579857.0,127
195/0145,211960.0,589029.0,115
200/0097,235682.0,648048.0,150
201/0012,237749.0,649241.0,126
210/0014,238442.0,611757.0,134
210/0041,233504.0,621693.0,110
212/0160,233290.3593,610435.0524,123
213/0007,241153.0,611297.0,134
214/0036,256634.0,639527.0,144
244/0026,383474.0,656400.0,132
269/0098,352905.0,647851.0,106
275/0166,190177.0,629872.0,134
295/0005,319271.0,565234.0,120
295/0037,319419.78,570155.4663,90
295/0067,316878.0,569316.0,111
295/0089,320375.0,567412.0,99
295/0121,320003.0,568994.0,74
295/0147,321253.0,572421.0,73
295/0188,318987.5287,566103.7383,90
296/0031,313435.0,565360.0,95
297/0043,325798.0,566153.0,79
297/0072,325069.0,570963.0,100
297/0090,324554.5843,570492.4821,106
297/0092,324409.0,566198.0,105
300/0005,300125.0,574034.0,103
300/0015,299311.0,575924.0,86
300/0033,300803.0,575371.0,91
300/0039,300135.0,573977.0,90
300/0065,300650.0,575894.0,133
300/0084,299868.0,576258.0,114
300/0088,298475.0,576421.0,107
300/0109,300588.0,571851.0,105
300/0140,298218.0,579417.0,94
300/0146,301189.0,577473.0,98
301/0004,307796.2136,579663.3018,104
301/0012,305309.6808,581493.7807,101
301/0019,309052.0,585856.0,135
301/0030,306162.0,581335.0,89
301/0062,308295.0,585687.0,74
301/0115,309977.0,577349.0,118
301/0240,307697.0,581238.0,99
302/0003,306204.0,574615.0,96
302/0033,307221.0,571559.0,88
303/0004,303456.4276,567705.52,131
303/0067,304489.0365,567770.2481,132
305/0011,294127.0,579428.0,101
305/0024,289438.0,581756.0,95
305/0037,290170.0,582101.0,109
305/0060,294790.0,580753.0,77
305/0062,286412.0,581827.0,97
306/0004,299198.0,581454.0,95
306/0006,296904.0,581889.0,75
306/0031,295044.0,584742.0,102
306/0072,295779.0,584302.0,95
306/0086,298146.0,584731.0,97
306/0098,297959.0,584751.0,108
307/0048,305626.0,585153.0,87
308/0005,303084.0,585240.0,102
308/0020,299822.1274,584790.4391,77
309/0006,329289.0,566539.0,76
309/0021,327804.0,566819.0,99
309/0039,327127.078,565391.8811,79
309/0045,331058.0,567432.0,131
309/0081,331516.0,570027.0,89
309/0096,329172.0,566644.0,101
309/0107,326535.0,566171.0,104
309/0124,329910.0,567785.0,98
311/0009,325546.0,575235.0,97
311/0011,329498.0,569592.0,112
311/0014,326962.0,569751.0,93
311/0020,327172.0,570685.0,131
311/0021,329538.0,571152.0,91
311/0045,327357.0,569200.0,100
311/0080,326876.0,570820.0,83
311/0099,328629.177,572035.4033,99
312/0004,325550.0,581102.0,91
312/0014,324285.0,578850.0,108
312/0026,320071.0,577495.0,90
312/0035,328123.0,577019.0,102
312/0043,324521.0,577494.0,112
312/0046,322586.5034,573019.221,109
312/0084,321396.9931,578157.1047,103
312/0088,324168.9518,578889.8135,74
312/0099,321671.0,576179.0,97
312/0119,326610.0,578400.0,97
312/0122,324462.0,577425.0,113
312/0123,327363.0,579041.0,99
312/0136,326593.0,579435.0,121
313/0014,341035.0,577221.0,113
313/0019,343688.0,579032.0,95
313/0037,336822.7875,573699.0025,103
313/0067,333377.0,575405.0,85
313/0112,340394.0,576747.0,95
313/0171,343372.0,578693.0,113
314/0005,324454.0,601815.0,96
314/0006,324850.0,592673.0,92
314/0049,323665.0,604205.0,71
314/0050,323578.0,603587.0,107
316/0006,335969.0,584570.0,100
316/0008,336148.0,584735.0,92
316/0050,336466.0,584667.0,104
316/0058,335878.0,584539.0,90
316/0064,335812.0,584520.0,117
316/0066,331185.0,584842.0,115
318/0003,314562.0,587914.0,135
318/0015,314456.0,588886.0,87
318/0044,312985.0,586132.0,59
318/0050,314553.0,588578.0,92
318/0052,313927.0,581257.0,98
319/0002,313808.0,581747.0,118
319/0015,312765.0,579081.0,112
319/0075,313313.0,579480.0,92
319/0101,316858.0,583612.0,92
320/0045,317955.0,575566.0,103
320/0070,316194.0,574379.0,102
320/0072,318038.0,575272.0,94
320/0075,318922.0,571378.0,112
321/0009,317075.0,590869.0,148
321/0027,319174.0,587067.0,112
321/0050,319155.0,591203.0,112
321/0063,316692.3262,580942.9451,117
321/0064,319333.0,587490.0,101
322/0016,307078.0,592990.0,113
322/0041,308453.0,596643.0,73
322/0081,306662.0,589428.0,101
322/0082,308648.0,593408.0,113
323/0038,313241.0,576265.0,108
324/0005,317404.0487,580914.9369,92
324/0006,315772.7143,580638.5923,77
324/0008,316941.0,580939.0,92
324/0036,323753.0,582640.0,99
325/0010,307744.0,601310.0,109
325/0040,307996.0,603262.0,142
326/0016,310853.6357,604072.4871,91
326/0037,311671.0,605390.0,92
326/0110,309226.0,605909.0,89
327/0011,311295.0,594835.0,111
328/0007,277519.0,612773.0,102
328/0049,277542.0,611035.0,124
329/0016,279475.0,610169.0,108
329/0035,278872.0,609024.0,76
330/0010,289007.5065,593977.0712,104
330/0013,292204.0,592776.0,117
330/0022,291352.0,589726.0,109
330/0027,290185.0,589221.0,104
330/0030,291502.0,586279.0,92
330/0033,291115.0,589881.0,79
330/0071,290674.0,590280.0,108
330/0084,292174.0,590452.0,71
330/0098,290447.0,591596.0,99
330/0101,290526.0,596387.0,94
330/0104,291155.0,598173.0,106
331/0005,287190.0,583525.0,129
331/0007,289165.6112,585244.087,94
331/0017,284115.0,583977.0,75
331/0044,289625.0,585045.0,84
331/0062,285290.1357,585810.3153,104
331/0087,292477.0,583043.0,87
331/0103,280596.0,583740.0,90
331/0110,286451.0,583354.0,112
331/0114,280096.0,589729.0,97
332/0007,285199.3121,604497.3562,117
332/0033,285444.0,601814.0,101
333/0005,285481.0,586495.0,109
333/0008,285859.7245,586051.9431,89
333/0020,276187.5421,588003.5668,137
333/0023,276881.0,590887.0,107
333/0111,280691.0,589923.0,86
334/0008,288353.0,589509.0,94
334/0034,286186.0,593212.0,129
334/0037,287438.0,589690.0,108
336/0014,286168.0,595507.0,136
337/0012,280148.0,592560.0,105
337/0016,279977.0,593110.0,99
490/0009,266696.0,569005.0,106
490/0011,265064.0,568441.0,129
490/0013,269841.1389,562644.3943,98
490/0066,269046.0,564836.0,114
490/0075,262480.0,564178.0,127
490/0079,266200.0,567802.0,113
490/0084,265137.0,568482.0,95
491/0042,273182.9986,566346.7689,102
491/0089,274080.0,566941.0,104
491/0099,278826.0,565952.0,93
491/0101,274584.0,564426.0,98
491/0103,275477.0,566346.0,108
492/0027,276007.0,560080.0,94
492/0064,275262.0,559475.0,89
492/0067,276732.0,563180.0,94
492/0069,274408.0,556573.0,124
493/0009,279002.0062,580998.8397,94
493/0054,279122.0,570435.0,120
493/0059,281044.0,571450.0,106
493/0071,280077.0,569772.0,134
494/0023,255395.0,556429.0,120
495/0040,257864.0,563713.0,97
496/0071,246394.0,560163.0,133
497/0006,242775.0,564649.0,130
497/0013,236036.0,574499.0,99
499/0082,287589.0,555477.0,88
499/0103,288459.0,554992.0,118
500/0003,286736.0,563553.0,99
500/0015,287159.0,566754.0,87
501/0003,290869.4461,575072.0016,145
501/0012,285963.0,574066.0,121
501/0027,290669.0,574038.0,78
501/0045,290689.0,574670.0,107
502/0002,283779.0,561137.0,104
502/0003,283925.0,563105.0,105
502/0021,282863.0,567153.0,97
502/0025,281628.3536,567094.099,99
502/0045,282431.7462,562489.7838,93
502/0053,283108.0,566075.0,86
502/0097,284002.0,570903.0,93
502/0115,284620.0,570510.0,115
502/0119,281885.0,565480.0,112
502/0125,282863.0,567153.0,83
503/0023,297692.0,558544.0,129
504/0008,289079.0,577785.0,108
504/0010,288230.0,578559.0,90
504/0020,288865.0,576288.0,105
504/0063,286737.0,577791.0,109
505/0002,291190.0,568881.0,84
505/0032,295671.0,565354.0,120
506/0101,297821.0,576676.0,88
507/0007,295472.0,571570.0,105
507/0049,294330.0,572583.0,107
507/0075,297340.6933,567640.5117,93
507/0096,298479.0,566338.0,82
507/0099,292357.0,575238.0,110
508/0005,265288.0019,579131.1671,114
508/0064,264547.0,579643.0,101
508/0075,275833.0,577976.0,96
508/0085,271396.0,585808.0,93
509/0008,261823.0,591124.0,128
509/0017,253158.0,595830.0,114
509/0032,255507.0,597086.0,135
509/0052,259385.9471,591088.026,112
509/0061,260437.9431,591359.3934,97
510/0058,270942.0,585909.0,106
510/0068,265150.0,596516.0,132
511/0004,263343.0,575686.0,111
511/0048,262348.0,576957.0,111
511/0052,263604.0,574899.0,96
511/0059,263211.0,577508.0,110
511/0063,263325.4755,576006.5847,121
512/0006,269421.0,572996.0,129
512/0017,275745.0,576545.0,106
512/0030,273228.0,577422.0,107
512/0047,271687.0,573324.0,101
512/0061,276168.0,576115.0,131
513/0015,264465.6848,543782.4005,128
513/0050,262958.0,548461.0,109
514/0001,273059.0,550518.0,96
514/0013,270525.0,553736.0,134
514/0022,271243.0,550556.0,93
515/0059,269071.0,551790.0,90
515/0089,273803.7949,549427.5675,134
516/0012,267908.0,559556.0,118
516/0022,268059.9098,558339.131,87
516/0023,267777.0,558395.0,106
516/0058,268158.0,560688.0,97
517/0011,263357.0,546189.0,95
517/0013,268202.0,551396.0,127
517/0019,265418.0,554309.0,94
520/0008,297432.0,639483.0,129
521/0053,296186.0,614585.0,92
521/0061,293528.6697,623639.7139,124
530/0027,279533.0,637381.0,91
533/0078,292179.0,646637.0,126
536/0147,285286.0,644787.0,126
538/0218,271341.0,645302.0,94
561/0046,311744.0,667780.0,102
570/0005,331040.0,665927.0,104
570/0115,326114.0,666491.0,105
585/0081,299382.0,660903.0,115
635/0012,304612.0,636159.0,121
635/0019,311573.0,633794.0,130
638/0024,309595.0,624451.0,123
638/0025,309810.0,624867.0,110
639/0017,331547.0,638007.0,106
642/0036,316723.0,648748.0,115
643/0085,313079.4598,644895.8543,102
647/0026,324489.0,643051.0,111
647/0062,327942.0,640443.0,110
734/0110,233696.0,670174.0,134
769/0006,347939.0,584898.0,103
769/0037,348741.0,589452.0,96
769/0047,346665.741,594088.6094,112
769/0078,348218.0,587298.0,91
769/0081,351269.0,598122.0,110
769/0120,357734.6887,600228.3524,129
769/0148,350226.0,589643.0,94
769/0155,348289.0,587582.0,93
769/0162,348844.0,589552.0,98
769/0165,345443.6354,580729.033,89
770/0012,353235.0,614661.0,103
770/0020,352701.0,609930.0,109
770/0047,352456.0,614245.0,120
770/0077,354681.0,616073.0,105
770/0090,359098.0,617123.0,94
770/0091,352701.0,609930.0,103
770/0099,350739.0,610825.0,119
771/0081,350549.0,614334.0,94
771/0104,344848.0,611337.0,105
771/0125,350398.7584,619539.226,128
772/0003,334496.0,607481.0,128
772/0031,338274.0,609892.0,106
772/0033,343319.0,614585.0,75
777/0014,358573.0,609921.0,113
777/0030,360889.0,613893.0,76
778/0030,362645.0,616577.0,107
778/0038,364330.0,618564.0,104
779/0002,357512.0,620870.0,84
780/0039,373135.0,613543.0,106
781/0026,361743.0,610655.0,121
781/0045,367192.0,607238.0,115
781/0054,362391.0,610787.0,94
793/0025,352935.3734,628987.378,99
793/0036,352252.5958,627317.8463,112
794/0004,352932.0,624756.0,127
794/0032,353129.0,624856.0,127
798/0008,360596.0,630531.0,107
798/0044,360462.0,630364.0,129
801/0042,348232.464,630377.7374,98
802/0032,347512.0,621855.0,114
803/0038,327698.0,609724.0,118
804/0016,338884.0,624303.0,132
852/0010,242644.0,545169.0,112
852/0053,240102.7136,544779.2821,115
852/0064,239928.0,539018.0,127
853/0057,229293.0,569555.0,112
853/0078,228317.3848,572889.3089,149
854/0007,240971.0,552818.0,106
854/0012,239178.1307,550903.3468,129
854/0018,241903.0,548234.0,112
854/0085,241743.0,548141.0,101
854/0093,242384.0,551282.0,117
855/0060,233608.0,551941.0,117
855/0102,233835.0,543587.0,121
856/0100,236047.0,566203.0,95
857/0048,246882.0,544853.0,146
857/0055,247623.0,545096.0,96
857/0058,247661.0,546606.0,93
858/0013,244921.0,539627.0,105
858/0035,244509.0,545254.0,107
858/0043,247372.0,539567.0,113
858/0070,242056.0,541135.0,117
858/0094,244753.0,540137.0,130
858/0097,245191.0,541955.0,129
859/0004,239075.0,557424.0,115
859/0075,242793.9828,557609.4561,128
860/0071,206128.0,558956.0,117
861/0073,199314.0,565379.0,131
861/0075,199726.0,565622.0,123
863/0034,202686.0,563621.0,145
863/0059,197370.0,563781.0,129
865/0018,221864.0,557188.0,134
865/0112,217873.0,556603.0,99
865/0137,215611.0,557518.0,118
866/0061,204472.0,555072.0,111
867/0070,208573.0,553877.0,96
